rank,title,year,country,genres,description,rating_kp,rating_imdb,votes_imdb,description_processed,topic,topic_confidence,predicted_topic,predicted_probability
398,Терминал,2004,США,"драма, мелодрама, комедия","Фильм рассказывает историю Виктора Наворски, отправившегося в Нью-Йорк из Восточной Европы. Пока Виктор летел в самолете, на его родине произошел государственный переворот. Оказавшись в международном аэропорту имени Джона Кеннеди с паспортом ниоткуда, он не имеет права въехать в Соединенные Штаты и должен коротать свои дни и ночи на скамейках у выхода 67, пока война в его родной стране не закончится.

Тянутся недели и месяцы, и Виктор обнаруживает, что небольшой мирок терминала может быть наполнен абсурдом, щедростью, амбициями, развлечениями, желанием сохранить свой статус, интуитивной прозорливостью и даже любовью к очаровательной стюардессе Амелии. Виктору удается завоевать симпатии всех, кроме одного человека — чиновника аэропорта Фрэнка Диксона, который считает его бюрократической ошибкой, проблемой, которую он не может контролировать, но от которой жаждет избавиться.",8.1,7.4,533000,фильм рассказывать история виктор наворск отправиться нью йорк восточный европа пока виктор лететь самолёт родина произойти государственный переворот оказаться международный аэропорт имя джон кеннеди паспорт ниоткуда иметь право въехать соединить штат коротать день ночь скамейка выход пока война родный страна закончиться тянуться неделя месяц виктор обнаруживать небольшой мирок терминал мочь наполнить абсурд щедрость амбиция развлечение желание сохранить статус интуитивный прозорливость любовь очаровательный стюардесса амелия виктор удаваться завоевать симпатия весь кроме человек чиновник аэропорт фрэнк диксон считать бюрократический ошибка проблема мочь контролировать жаждать избавиться,3,0.11208554400539983,3,0.4343857687981935
399,Шерлок Холмс: Игра теней,2011,США,"боевик, приключения, триллер, криминал, детектив","1891 год. В Вене и Страсбурге проходит серия терактов, организованных анархистами или националистами, а по всей Европе происходят таинственные убийства. Шерлок Холмс считает, что за всем этим стоит профессор Джеймс Мориарти — математический гений, автор знаменитых лекций и трудов.",7.9,7.4,501000,год вена страсбург проходить серия теракт организовать анархист националист весь европа происходить таинственный убийство шерлок холмс считать весь стоить профессор джеймс мориарти математический гений автор знаменитый лекция труд,3,0.07486168444575189,3,0.5681829536812005
400,Мстители: Эра Альтрона,2015,США,"фантастика, боевик, приключения","Человечество на грани уничтожения. На этот раз людям угрожает Альтрон — искусственный интеллект, ранее созданный для того, чтобы защищать Землю от любых угроз. Однако, главной угрозой он посчитал человечество. Международная организация Щ.И.Т. распалась, и теперь мир не способен справиться с таким мощным врагом, потому люди вновь обращаются за помощью к Величайшим Героям Земли — Мстителям. Однако Альтрон слишком силен, и есть большая вероятность, что даже им не удастся остановить начало надвигающейся Эры Альтрона, где нет места для людей…",7.3,7.3,994000,человечество грань уничтожение человек угрожать альтрон искусственный интеллект ранее создать защищать земля любой угроза однако главный угроза посчитать человечество международный организация распасться мир способный справиться мощный враг человек вновь обращаться помощь великий герой земля мститель однако альтрон слишком сильный больший вероятность удаться остановить начало надвигаться эра альтрон место человек,0,0.17285617821275084,0,0.8556871431083223
401,Чёрная Пантера,2018,США,"фантастика, боевик, приключения","С первого взгляда можно решить, что Ваканда - обычная территория дикой Африки, но это не так. Здесь, в недрах пустынных земель, скрываются залежи уникального металла, способного поглощать вибрацию. Многие пытались добраться до него, разоряя всё на своём пути и принося смерть аборигенам, но каждый раз таинственный дух саванны - Чёрная Пантера - вставал на защиту угнетённых.

Спустя много лет беда снова приходит в Ваканду, и в этот раз враг заручился поддержкой современных технологий. Когда шансов почти не остаётся, Т'Чалла, молодой принц Ваканды, узнаёт, что именно ему предстоит возродить легенду и продолжить вечную борьбу, надев маску Чёрной Пантеры.",6.7,7.3,905000,взгляд решить ваканда обычный территория дикий африка недра пустынный земля скрываться залежь уникальный металл способный поглощать вибрация многие пытаться добраться разорять сво путь приносить смерть абориген таинственный дух саванна рный пантера вставать защита угнёт нный спустя год беда снова приходить ваканда враг заручиться поддержка современный технология шанс ост тся чалл молодой принц ваканда узный именно предстоять возродить легенда продолжить вечный борьба надеть маска рной пантера,0,0.08103996912227168,0,0.6673384579251518
402,Чудо-женщина,2017,"США, Китай","фантастика, боевик, военный, фэнтези","Перед тем как стать Чудо-женщиной, она была Дианой — принцессой амазонок, обученной быть непобедимой воительницей. И когда на берегах ограждённого от внешнего мира её родного острова терпит крушение американский пилот и рассказывает о масштабном конфликте, бушующем во внешнем мире, Диана покидает дом, чтобы противостоять злу. Сражаясь бок о бок с человеком в войне за мир, Диана обнаружит всю полноту своей власти и своё истинное предназначение.",6.8,7.3,733000,стать чудо женщина диана принцесса амазонка обученный непобедимый воительница берег огражда нный внешний мир родный остров терпеть крушение американский пилот рассказывать масштабный конфликт бушевать внешний мир диана покидать дом противостоять зло сражаться бок бок человек война мир диана обнаружить весь полнота власть сво истинный предназначение,0,0.12129791498379408,0,0.765415201051311
403,Оно,2017,"США, Канада","ужасы, фэнтези, драма, детектив","Когда в городке Дерри штата Мэн начинают пропадать дети, несколько ребят сталкиваются со своими величайшими страхами — не только с группой школьных хулиганов, но со злобным клоуном Пеннивайзом, список жертв которого уходит вглубь веков.",7.3,7.3,691000,городок дерри штат мэн начинать пропадать ребёнок несколько ребята сталкиваться великий страх группа школьный хулиган злобный клоун пеннивайз список жертва уходить вглубь век,3,0.11460820346126176,3,0.6826030475471415
404,Люди Икс,2000,"США, Канада","фантастика, боевик, приключения","Они — дети атомного века, сверхлюди, новое звено в цепи эволюции. Каждый из них был рождён в результате уникальной генетической мутации, наделившей их с детства необыкновенными способностями. Под руководством профессора Чарльза Ксавьера, телепата с мировым именем, одарённые ученики научились контролировать и управлять своими удивительными способностями в интересах человечества.

Но не все мутанты разделяют взгляды профессора: могущественный мутант Магнето, которому подвластны все металлы, собрал команду единомышленников. Он не верит, что люди и мутанты когда-либо смогут мирно сосуществовать. Они разработали план, чтобы осуществить захват власти над миром, и тогда, только ученики профессора Ксавьера смогут защитить этот мир…",7.7,7.3,689000,ребёнок атомный век сверхчеловек звено цепь эволюция рожд результат уникальный генетический мутация наделить детство необыкновенный способность руководство профессор чарльз ксавьер телепат мировой имя одар нный ученик научиться контролировать управлять удивительный способность интерес человечество мутант разделять взгляд профессор могущественный мутант магнето подвластный металл собрать команда единомышленник верить человек мутант либо смочь мирно сосуществовать разработать план осуществить захват власть мир ученик профессор ксавьер смочь защитить мир,0,0.11095863839426327,0,0.7873091695235889
405,Довод,2020,"Великобритания, США","фантастика, боевик","После теракта в киевском оперном театре агент ЦРУ объединяется с британской разведкой, чтобы противостоять русскому олигарху, который сколотил состояние на торговле оружием. Для этого агенты используют инверсию времени — технологию будущего, позволяющую времени идти вспять.",7.5,7.3,680000,теракт киевский оперный театр агент цру объединяться британский разведка противостоять русский олигарх сколотить состояние торговля оружие агент использовать инверсия время технология будущее позволять время идти вспять,3,0.05102663915259341,3,0.5142988486827863
406,Люди в чёрном,1997,США,"фантастика, боевик, комедия, приключения","Они - самый большой секрет Земли. Они работают на неофициальное правительственное агентство, регулирующее деятельность инопланетян на Земле.
Они - это лучшая, последняя и единственная линия защиты Земли от отбросов вселенной. Их работа секретна, их оружие совершенно, им нет равных, они не оставляют следов. Они - это Люди в черном.",8.0,7.3,661000,самый секрет земля работать неофициальный правительственный агентство регулировать деятельность инопланетянин земля единственный линия защита земля отброс вселенная работа секретный оружие совершенно равный оставлять след человек чёрный,0,0.10836611527791344,0,0.7760654951499547
407,Человек-паук: Вдали от дома,2019,"США, Чехия, Австралия, Канада, Италия","фантастика, фэнтези, боевик, комедия, приключения","Питер Паркер вместе с одноклассниками отправляется на летние каникулы в Европу. Однако отдохнуть приятелям вряд ли удастся — по прибытии в Венецию группа попадет в эпицентр сражения. Некое существо, состоящее из воды, появляется из ниоткуда и начинает крушить всё на своём пути, и теперь Питеру придётся спасать европейские архитектурные памятники вместе с загадочным супергероем Мистерио.",7.4,7.3,632000,питер паркер вместе одноклассник отправляться летний каникулы европа однако отдохнуть приятель вряд удаться прибытие венеция группа попасть эпицентр сражение некий существо состоять вода появляться ниоткуда начинать крушить сво путь питер прид тся спасать европейский архитектурный памятник вместе загадочный супергерой мистерио,0,0.11560439410117473,0,0.7416856875365384
408,Сплит,2017,"США, Япония",триллер,"Cредь бела дня с многолюдной парковки незнакомец похищает трёх школьниц. Они приходят в себя в закрытом помещении, а в душе владельца таятся 23 лика страха. Сменяя друг друга, личности ведут обычную для них жизнь — работают и ходят к психотерапевту, периодически напоминая пленницам, что они дожидаются 24-ю личность, которая скоро явит себя миру.",7.0,7.3,618000,cредить бел день многолюдный парковка незнакомец похищать школьница приходить закрытый помещение душа владелец таиться лик страх сменять друг друг личность вести обычный жизнь работать ходить психотерапевт периодически напоминать пленница дожидаться личность скоро явить мир,0,0.10742023808072576,0,0.6773566968312187
409,Троя,2004,"США, Болгария, Великобритания","боевик, история, драма, мелодрама","1193 год до нашей эры. Парис украл прекрасную Елену, жену царя Спарты Менелая. За честь Менелая вступается его брат – царь Агамемнон. Его армия под предводительством Ахиллеса подошла к Трое и взяла город в кровавую осаду, длившуюся долгих десять лет… Два мира будут воевать за честь и власть. Тысячи умрут за славу. И за любовь нация сгорит дотла.",8.1,7.3,612000,год наш эра парис украсть прекрасный елена жена царь спарта менелай честь менелай вступаться брат царь агамемнон армия предводительство ахиллес подойти трое взять город кровавый осада длиться долгий десять год мир воевать честь власть тысяча умереть слава любовь нация сгореть дотла,3,0.13862433749317798,3,0.6434393257394656
410,Снайпер,2014,США,"боевик, драма, военный, биография","Экранизация мемуаров «морского котика» из Техаса Криса Кайла, который служил снайпером в Ираке и стал рекордсменом по числу убитых солдат противника, за что иракцы прозвали его дьяволом. Кроме самой войны, фильм рассказывает о воспоминаниях жены Криса, которая была свидетелем растущей привязанности мужа к его сослуживцам.",7.0,7.3,567000,экранизация мемуары морской котик техас крис кайло служить снайпер ирак стать рекордсмен число убитый солдат противник иракец прозвать дьявол кроме война фильм рассказывать воспоминание жена крис свидетель расти привязанность муж сослуживец,2,0.07093779330485289,3,0.3865483400390529
411,Быстрее пули,2022,США,"боевик, комедия","Наёмник под кодовым именем Божья Коровка отправляется на новую миссию: вместо заболевшего коллеги он должен сесть в скоростной поезд Токио — Киото, выкрасть чемоданчик и сойти на промежуточной станции. Но выполнение простого задания сильно осложняется, когда выясняется, что состав просто кишит всевозможными киллерами.",7.7,7.3,529000,мникнуть кодовый имя божий коровка отправляться миссия вместо заболеть коллега сесть скоростной поезд токио киото выкрасть чемоданчик сойти промежуточный станция выполнение простой задание сильно осложняться выясняться состав просто кишеть всевозможный киллер,0,0.04805409815137314,0,0.6642936643795867
412,Голодные игры,2012,США,"фантастика, боевик, триллер, приключения","Будущее. Деспотичное государство ежегодно устраивает показательные игры на выживание, за которыми в прямом эфире следит весь мир. В этот раз участвовать будут юная Китнисс и тайно влюбленный в нее Пит. Они знакомы с детства, но теперь должны стать врагами. Ведь по нерушимому закону Голодных игр победить может только один из 24 участников. Судьям не важно, кто выиграет, главное — зрелище. И на этот раз зрелище будет незабываемым.",7.3,7.2,1100000,будущее деспотичный государство ежегодно устраивать показательный игра выживание прямой эфир следить весь мир участвовать юный китнисса тайно влюбить пит знакомый детство стать враг нерушимый закон голодный игра победить мочь участник судья важно выиграть главное зрелище зрелище незабываемый,0,0.10179878805699534,0,0.8156836651235727
413,Я – легенда,2007,"США, Великобритания","ужасы, драма, боевик","Неизвестный вирус унёс жизни половины населения земного шара, а остальную половину превратил в вампиров. Единственный уцелевший человек с иммунитетом к заболеванию ночами держит осаду упырей, а днем пытается найти противоядие и докопаться до причин эпидемии.",7.9,7.2,873000,неизвестный вирус уна жизнь половина население земной шар остальной половина превратить вампир единственный уцелеть человек иммунитет заболевание ночь держать осада упырь день пытаться найти противоядие докопаться причина эпидемия,3,0.11695848358209959,3,0.58734668575375
414,Человек-муравей,2015,США,"фантастика, боевик, комедия, приключения","Вооружившись удивительной способностью уменьшаться в размере, но обладать при этом большой силой, мошенник Скотт Лэнг должен стать героем и помочь своему наставнику доктору Хэнку Пиму сохранить в тайне существование костюма Человека-муравья от угроз нового поколения.",7.1,7.2,776000,вооружиться удивительный способность уменьшаться размер обладать сила мошенник скотт лэнг стать герой помочь наставник доктор хэнк пим сохранить тайна существование костюм человек муравей угроза поколение,0,0.11167578328867318,0,0.709818430462249
415,Иллюзия обмана,2013,США,"криминал, триллер, детектив","Команда лучших иллюзионистов мира проворачивает дерзкие ограбления прямо во время своих шоу, играя в кошки-мышки с агентами ФБР.",7.8,7.2,767000,команда иллюзионист мир проворачивать дерзкий ограбление прямо время шоу играть кошка мышка агент фбр,0,0.053242903836335384,0,0.6503621396273463
416,Пираты Карибского моря: На краю света,2007,США,"приключения, боевик, фэнтези","Новые приключения Джека Воробья и его друзей Уилла Тернера и Элизабет Суонн. На этот раз Уиллу и Элизабет придется объединиться с самим Капитаном Барбоссой для того, чтобы отправиться на край света и спасти своего друга — Джека. Ситуация осложняется тем, что Элизабет попадает к сингапурским пиратам…",8.1,7.2,740000,приключение джек воробей друг уилла тернера элизабет суонна уилла элизабет прийтись объединиться капитан барбосса отправиться край свет спасти друг джек ситуация осложняться элизабет попадать сингапурский пират,0,0.06646712867395224,0,0.7399360525789718
417,Матрица: Перезагрузка,2003,США,"фантастика, боевик","Борцы за свободу Нео, Тринити и Морфеус продолжают руководить восстанием людей против армии машин. Они вынуждены использовать не только арсенал превосходного оружия, но и свои выдающиеся навыки. Участие в миссии по спасению человеческой расы от истребления приносит им более глубокое понимание Матрицы и осознание центральной роли Нео в судьбе человечества.",7.7,7.2,668000,борец свобода нео тринити морфеус продолжать руководить восстание человек против армия машина вынудить использовать арсенал превосходный оружие выдающийся навык участие миссия спасение человеческий раса истребление приносить глубокий понимание матрица осознание центральный роль нео судьба человечество,0,0.09003611983979827,0,0.7272847114703181
418,Мачо и ботан,2012,США,"боевик, комедия, криминал","Шмидт и Дженко люто ненавидели друг друга в школе. Однако жизнь распорядилась так, чтобы в полицейской академии они стали друзьями. Их никак нельзя было назвать гордостью альма-матер до тех пор, пока судьба не подкинула шанс все изменить — они поступили на службу в департамент секретной службы на Джамп-стрит, которой руководит капитан Диксон. Они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие. Беда в том, что современные тинейджеры сильно отличаются от тех, какими их запомнили Шмидт и Дженко. Друзья понимают, что все их знания о сексе, наркотиках и рок-н-ролле в корне неверны. Кроме того, парни понимают, что, несмотря на прошедшие годы, детские комплексы им так и не удалось полностью искоренить. Обоим предстоит вновь заглянуть в глаза собственным страхам и в прямом смысле слова вернуться в шкуры подростков.",7.0,7.2,643000,шмидт дженко люто ненавидеть друг друг школа однако жизнь распорядиться полицейский академия стать друг никак назвать гордость альма матёрый пора пока судьба подкинуть шанс изменить поступить служба департамент секретный служба джампа стрит руководить капитан диксон менять пистолет удостоверение ранец использовать моложавый внешность прикрытие беда современный тинейджер сильно отличаться запомнить шмидт дженко друг понимать знание секс наркотик рок ролл корн неверный кроме парень понимать несмотря прошедшее год детский комплекс удаться полностью искоренить предстоять вновь заглянуть глаз собственный страх прямой смысл слово вернуться шкура подросток,0,0.0988290050819557,0,0.5408804534861158
419,Великий Гэтсби,2013,"Австралия, США","драма, мелодрама","Весной 1922 года, в эпоху разлагающейся морали, блистательного джаза и «королей контрабандного алкоголя», Ник Каррауэй приезжает из Среднего Запада в Нью-Йорк. Преследуя собственную американскую мечту, он селится по соседству с таинственным, известным своими вечеринками миллионером Джеем Гэтсби, а на противоположном берегу бухты проживают его кузина Дэйзи и её муж, повеса и аристократ, Том Бьюкенен. Так Ник оказывается вовлечённым в захватывающий мир богатых — их иллюзий, любви и обманов. Он становится свидетелем происходящего в этом мире и пишет историю невозможной любви, вечных мечтаний и человеческой трагедии, которые являются отражением современных времен и нравов.",7.9,7.2,640000,весна год эпоха разлагаться мораль блистательный джаз король контрабандный алкоголь ник каррауэй приезжать среднее запад нью йорк преследовать собственный американский мечта селиться соседство таинственный известный вечеринка миллионер джей гэтсби противоположный берег бухта проживать кузина дэйзи муж повеса аристократ бьюкенный ник оказываться вовлечий нный захватывать мир богатый иллюзия любовь обман становиться свидетель происходить мир писать история невозможный любовь вечный мечтание человеческий трагедия являться отражение современный время нрав,3,0.1790815949245018,3,0.445865195987427
420,Фантастические твари и где они обитают,2016,"Великобритания, США, Канада","фэнтези, приключения, семейный","Поиск и изучение необычайных волшебных существ приводят магозоолога Ньюта Саламандера в Нью-Йорк. Скорее всего, он отбыл бы на поезде дальше, если бы не немаг (так в Америке называют магглов) по имени Якоб, оставленный в неположенном месте магический чемодан и побег из него фантастических животных Ньюта.",7.6,7.2,539000,поиск изучение необычайный волшебный существо приводить магозоолог ньют саламандер нью йорк скорее весь отбыть поезд далёкий немаг америка называть магглов имя якоб оставить неположенный место магический чемодан побег фантастический животное ньют,3,0.10476041214612217,0,0.4754921698503139
421,Афера по-американски,2013,"США, Китай","драма, комедия, криминал","В основе сюжета фильма реальная спецоперация, проводимая в конце 70-х — начале 80-х ФБР под кодовым названием Abscam. Она изначально была нацелена на расследование торговли краденым товаром. ФБР собиралось внедрить в преступную среду своих агентов под видом посредников, скупающих краденые шедевры для богатых коллекционеров Ближнего Востока. Впоследствии операция превратилась в изобличение коррупции на разных уровнях.",6.9,7.2,518000,основа сюжет фильм реальный спецоперация проводить конец начало фбр кодовый название abscam изначально нацелить расследование торговля краденое товар фбр собираться внедрить преступный среда агент вид посредник скупать краденое шедевр богатый коллекционер ближний восток впоследствии операция превратиться изобличение коррупция разный уровень,3,0.0398287648075545,3,0.5703821181957309
422,Миссия: невыполнима,1996,США,"боевик, триллер, приключения","Агент ЦРУ Итан Хант оказался в положении подозреваемого в предательстве «крота», из-за которого погибли несколько членов его команды, включая руководителя группы Джима Фелпса. В живых осталась еще только коллега Ханта - жена Фелпса агент Клэр. Чтобы снять с себя обвинения в предательстве, Ханту надо найти настоящего «крота».",7.5,7.2,515000,агент цру итан хант оказаться положение подозревать предательство крот погибнуть несколько член команда включая руководитель группа джим фелпёс живой остаться коллега хант жена фелпёс агент клэр снять обвинение предательство хант найти настоящий крот,3,0.09543080366036183,3,0.6098572151580538
423,Железный человек 3,2013,США,"фантастика, боевик, приключения","Когда мир Старка рушится на его глазах по вине неизвестных противников, Тони жаждет найти виновных и свести с ними счеты. Оказавшись в безвыходной ситуации, Старк может рассчитывать только на себя и свою изобретательность, чтобы защитить тех, кто ему дорог. Это становится настоящим испытанием для героя, которому придется не только сражаться с коварным врагом, но и разобраться в себе, чтобы найти ответ на вопрос, который давно его тревожит: что важнее - человек или костюм?",7.4,7.1,961000,мир старка рушиться глаз вина неизвестный противник тони жаждать найти виновный свести счёты оказаться безвыходный ситуация старк мочь рассчитывать изобретательность защитить дорога становиться настоящий испытание герой прийтись сражаться коварный враг разобраться найти ответ вопрос давно тревожить важный человек костюм,0,0.12160183136490145,0,0.6778964621378637
424,Человек из стали,2013,"США, Великобритания","фантастика, боевик, приключения","Кларк Кент (Кал-Эл) - молодой человек, который чувствует себя чужаком из-за своей невероятной силы. Много лет назад он был отправлен на Землю с развитой планеты Криптон, и теперь задается вопросом: зачем? 
Воспитанный приемными родителями Мартой и Джонатаном Кентами, Кларк знает: обладать сверхспособностями - значит принимать сложные решения. Но когда человечество более всего нуждается в стабильности, оно подвергается нападению. Сможет ли герой восстановить мир или воспользуется своей силой для того, чтобы окончательно его разрушить?",6.9,7.1,863000,кларк кент кал молодой человек чувствовать чужак невероятный сила год назад отправить земля развитой планета криптон задаваться вопрос воспитанный приёмный родитель марта джонатан кент кларк знать обладать сверхспособность значит принимать сложный решение человечество весь нуждаться стабильность оно подвергаться нападение смочь герой восстановить мир воспользоваться сила окончательно разрушить,0,0.1448791326360423,0,0.7897095448443886
425,Трансформеры,2007,США,"фантастика, боевик","В течение многих столетий две расы роботов-инопланетян — Автоботы и Десептиконы — вели войну, ставкой в которой была судьба Вселенной. И вот война докатилась до Земли. В то время, когда силы зла ищут ключ к верховной власти, наш последний шанс на спасение находится в руках юного землянина. Единственное, что стоит между несущими зло Десептиконами и высшей властью - это ключ, находящийся в руках простого парнишки.
Обычный подросток, Сэм Уитвикки озабочен повседневными хлопотами — школа, друзья, машины, девочки. Не ведая о том, что он является последним шансом человечества на спасение, Сэм вместе со своей подругой Микаэлой оказывается вовлеченным в противостояние Автоботов и Десептиконов. Только тогда Сэм понимает истинное значение семейного девиза Уитвикки — «без жертв нет победы!»",7.6,7.1,715000,течение многий столетие раса робот инопланетянин автобот десептикона вели война ставка судьба вселенная война докатиться земля время сила зло искать ключ верховный власть наш шанс спасение находиться рука юный землянин единственный стоить несущий зло десептикона высокий власть ключ находиться рука простой парнишка обычный подросток сэм уитвикки озаботить повседневный хлопоты школа друг машина девочка ведать являться шанс человечество спасение сэм вместе подруга микаэла оказываться вовлечь противостояние автобот десептиконовый сэм понимать истинный значение семейный девиз уитвикки жертва победа,0,0.11717016746639021,0,0.7610921745542947
