rank,title,year,country,genres,description,rating_kp,rating_imdb,votes_imdb
418,Снайпер,2014,США,"боевик, драма, военный, биография","Экранизация мемуаров «морского котика» из Техаса Криса Кайла, который служил снайпером в Ираке и стал рекордсменом по числу убитых солдат противника, за что иракцы прозвали его дьяволом. Кроме самой войны, фильм рассказывает о воспоминаниях жены Криса, которая была свидетелем растущей привязанности мужа к его сослуживцам.",7.0,7.3,567000
419,Быстрее пули,2022,США,"боевик, комедия","Наёмник под кодовым именем Божья Коровка отправляется на новую миссию: вместо заболевшего коллеги он должен сесть в скоростной поезд Токио — Киото, выкрасть чемоданчик и сойти на промежуточной станции. Но выполнение простого задания сильно осложняется, когда выясняется, что состав просто кишит всевозможными киллерами.",7.7,7.3,529000
420,Голодные игры,2012,США,"фантастика, боевик, триллер, приключения","Будущее. Деспотичное государство ежегодно устраивает показательные игры на выживание, за которыми в прямом эфире следит весь мир. В этот раз участвовать будут юная Китнисс и тайно влюбленный в нее Пит. Они знакомы с детства, но теперь должны стать врагами. Ведь по нерушимому закону Голодных игр победить может только один из 24 участников. Судьям не важно, кто выиграет, главное — зрелище. И на этот раз зрелище будет незабываемым.",7.3,7.2,1100000
421,Я – легенда,2007,"США, Великобритания","ужасы, драма, боевик","Неизвестный вирус унёс жизни половины населения земного шара, а остальную половину превратил в вампиров. Единственный уцелевший человек с иммунитетом к заболеванию ночами держит осаду упырей, а днем пытается найти противоядие и докопаться до причин эпидемии.",7.9,7.2,873000
422,Человек-муравей,2015,США,"фантастика, боевик, комедия, приключения","Вооружившись удивительной способностью уменьшаться в размере, но обладать при этом большой силой, мошенник Скотт Лэнг должен стать героем и помочь своему наставнику доктору Хэнку Пиму сохранить в тайне существование костюма Человека-муравья от угроз нового поколения.",7.1,7.2,776000
423,Иллюзия обмана,2013,США,"криминал, триллер, детектив","Команда лучших иллюзионистов мира проворачивает дерзкие ограбления прямо во время своих шоу, играя в кошки-мышки с агентами ФБР.",7.8,7.2,767000
424,Пираты Карибского моря: На краю света,2007,США,"приключения, боевик, фэнтези","Новые приключения Джека Воробья и его друзей Уилла Тернера и Элизабет Суонн. На этот раз Уиллу и Элизабет придется объединиться с самим Капитаном Барбоссой для того, чтобы отправиться на край света и спасти своего друга — Джека. Ситуация осложняется тем, что Элизабет попадает к сингапурским пиратам…",8.1,7.2,740000
425,Матрица: Перезагрузка,2003,США,"фантастика, боевик","Борцы за свободу Нео, Тринити и Морфеус продолжают руководить восстанием людей против армии машин. Они вынуждены использовать не только арсенал превосходного оружия, но и свои выдающиеся навыки. Участие в миссии по спасению человеческой расы от истребления приносит им более глубокое понимание Матрицы и осознание центральной роли Нео в судьбе человечества.",7.7,7.2,668000
426,Мачо и ботан,2012,США,"боевик, комедия, криминал","Шмидт и Дженко люто ненавидели друг друга в школе. Однако жизнь распорядилась так, чтобы в полицейской академии они стали друзьями. Их никак нельзя было назвать гордостью альма-матер до тех пор, пока судьба не подкинула шанс все изменить — они поступили на службу в департамент секретной службы на Джамп-стрит, которой руководит капитан Диксон. Они меняют пистолеты и удостоверения на ранцы и используют свою моложавую внешность как прикрытие. Беда в том, что современные тинейджеры сильно отличаются от тех, какими их запомнили Шмидт и Дженко. Друзья понимают, что все их знания о сексе, наркотиках и рок-н-ролле в корне неверны. Кроме того, парни понимают, что, несмотря на прошедшие годы, детские комплексы им так и не удалось полностью искоренить. Обоим предстоит вновь заглянуть в глаза собственным страхам и в прямом смысле слова вернуться в шкуры подростков.",7.0,7.2,643000
427,Великий Гэтсби,2013,"Австралия, США","драма, мелодрама","Весной 1922 года, в эпоху разлагающейся морали, блистательного джаза и «королей контрабандного алкоголя», Ник Каррауэй приезжает из Среднего Запада в Нью-Йорк. Преследуя собственную американскую мечту, он селится по соседству с таинственным, известным своими вечеринками миллионером Джеем Гэтсби, а на противоположном берегу бухты проживают его кузина Дэйзи и её муж, повеса и аристократ, Том Бьюкенен. Так Ник оказывается вовлечённым в захватывающий мир богатых — их иллюзий, любви и обманов. Он становится свидетелем происходящего в этом мире и пишет историю невозможной любви, вечных мечтаний и человеческой трагедии, которые являются отражением современных времен и нравов.",7.9,7.2,640000
428,Фантастические твари и где они обитают,2016,"Великобритания, США, Канада","фэнтези, приключения, семейный","Поиск и изучение необычайных волшебных существ приводят магозоолога Ньюта Саламандера в Нью-Йорк. Скорее всего, он отбыл бы на поезде дальше, если бы не немаг (так в Америке называют магглов) по имени Якоб, оставленный в неположенном месте магический чемодан и побег из него фантастических животных Ньюта.",7.6,7.2,539000
429,Афера по-американски,2013,"США, Китай","драма, комедия, криминал","В основе сюжета фильма реальная спецоперация, проводимая в конце 70-х — начале 80-х ФБР под кодовым названием Abscam. Она изначально была нацелена на расследование торговли краденым товаром. ФБР собиралось внедрить в преступную среду своих агентов под видом посредников, скупающих краденые шедевры для богатых коллекционеров Ближнего Востока. Впоследствии операция превратилась в изобличение коррупции на разных уровнях.",6.9,7.2,518000
430,Миссия: невыполнима,1996,США,"боевик, триллер, приключения","Агент ЦРУ Итан Хант оказался в положении подозреваемого в предательстве «крота», из-за которого погибли несколько членов его команды, включая руководителя группы Джима Фелпса. В живых осталась еще только коллега Ханта - жена Фелпса агент Клэр. Чтобы снять с себя обвинения в предательстве, Ханту надо найти настоящего «крота».",7.5,7.2,515000
431,Железный человек 3,2013,США,"фантастика, боевик, приключения","Когда мир Старка рушится на его глазах по вине неизвестных противников, Тони жаждет найти виновных и свести с ними счеты. Оказавшись в безвыходной ситуации, Старк может рассчитывать только на себя и свою изобретательность, чтобы защитить тех, кто ему дорог. Это становится настоящим испытанием для героя, которому придется не только сражаться с коварным врагом, но и разобраться в себе, чтобы найти ответ на вопрос, который давно его тревожит: что важнее - человек или костюм?",7.4,7.1,961000
432,Человек из стали,2013,"США, Великобритания","фантастика, боевик, приключения","Кларк Кент (Кал-Эл) - молодой человек, который чувствует себя чужаком из-за своей невероятной силы. Много лет назад он был отправлен на Землю с развитой планеты Криптон, и теперь задается вопросом: зачем? 
Воспитанный приемными родителями Мартой и Джонатаном Кентами, Кларк знает: обладать сверхспособностями - значит принимать сложные решения. Но когда человечество более всего нуждается в стабильности, оно подвергается нападению. Сможет ли герой восстановить мир или воспользуется своей силой для того, чтобы окончательно его разрушить?",6.9,7.1,863000
433,Трансформеры,2007,США,"фантастика, боевик","В течение многих столетий две расы роботов-инопланетян — Автоботы и Десептиконы — вели войну, ставкой в которой была судьба Вселенной. И вот война докатилась до Земли. В то время, когда силы зла ищут ключ к верховной власти, наш последний шанс на спасение находится в руках юного землянина. Единственное, что стоит между несущими зло Десептиконами и высшей властью - это ключ, находящийся в руках простого парнишки.
Обычный подросток, Сэм Уитвикки озабочен повседневными хлопотами — школа, друзья, машины, девочки. Не ведая о том, что он является последним шансом человечества на спасение, Сэм вместе со своей подругой Микаэлой оказывается вовлеченным в противостояние Автоботов и Десептиконов. Только тогда Сэм понимает истинное значение семейного девиза Уитвикки — «без жертв нет победы!»",7.6,7.1,715000
434,Не смотрите наверх,2021,"США, Канада","драма, фантастика, комедия","Астрономы открывают новую комету и, рассчитав её траекторию, узнают, что через полгода она столкнётся с Землёй, что положит конец существованию человечества и всего живого на планете. Двое учёных с трудом добиваются аудиенции у президента США, но там к их предупреждению относятся с недоверием, тогда они выступают в популярной телепередаче, но большинство всё равно не воспринимает угрозу всерьёз.",7.5,7.1,667000
435,"Я, робот",2004,"США, Германия","фантастика, боевик, триллер, детектив","2035 год. Роботы стали привычной частью быта. Однако ряд консервативно настроенных людей, среди которых полицейский Дел Спунер, не доверяют новым помощникам и видят в них угрозу. Однажды Спунер выезжает на место гибели давнего знакомого, профессора Альфреда Лэннинга, который был ведущим конструктором и теоретиком корпорации U.S. Robotics. Директор компании Лоуренс Робертсон считает, что Лэннинг просто покончил с собой, выбросившись из окна. Однако у Спунера есть сомнения в правдоподобности данной версии. Вместе со специалистом по психологии позитронных роботов Сьюзан Кэлвин он вскоре обнаруживает в лаборатории Лэннинга особенного робота, который вопреки второму закону робототехники игнорирует приказы человека и принимает собственные осознанные решения.",7.8,7.1,612000
436,Достать ножи: Стеклянная луковица,2022,США,"детектив, комедия, криминал","Май 2020 года. Сидящим на карантине губернаторше, учёному, бывшей модели и стримеру приходят ящики-головоломки с приглашениями от их общего друга, технологического миллиардера Майлза Брона, посетить особняк на частном греческом острове и принять участие в игре с загадкой «убийства» хозяина вечеринки. Аналогичную посылку получает и мающийся от безделья частный детектив Бенуа Блан и с энтузиазмом принимает приглашение. Прибывшая в Грецию разношёрстная компания удивлена и не особо рада появлению Энди Бранд — бывшей деловой партнёрши Майлза, у которой он отсудил компанию. Напряжение нарастает, когда в процессе вечеринки происходит настоящее убийство.",6.9,7.1,519000
437,Сорокалетний девственник,2005,США,"комедия, мелодрама","40-летний Энди Стицер добился в жизни многого. У него непыльная и хорошо оплачиваемая работенка в магазине по продаже электронной бытовой техники, хорошие друзья, а также милая квартирка, в которой находится гордость Энди — коллекция игрушечных героев и комиксов. Однако его жизнь лишена простых человеческих радостей, которые доступны большинству людей его возраста. Дело в том, что у Энди никогда не было секса.",6.5,7.1,499000
438,Мумия,1999,США,"фэнтези, приключения, боевик","На бескрайних просторах египетской пустыни компания сорвиголов разных национальностей рыщет в поисках несметных сокровищ фараона, над которыми тяготеет жуткое древнее проклятие.

Рядом с кладом покоится мумия коварного жреца, жестоко казненного за ужасное убийство могущественного правителя Египта. Золотоискатели потревожили многовековой покой гробницы, и мумия встает из могилы, чтобы погрузить мир в царство кошмара...",7.8,7.1,498000
439,Тор,2011,США,"фантастика, боевик, фэнтези, приключения","Эпическое приключение происходит как на нашей планете Земля, так и в королевстве богов Асгарде. В центре истории - Могучий Тор, сильный, но высокомерный воин, чьи безрассудные поступки возрождают древнюю войну в Асгарде. Тора отправляют в ссылку на Землю, лишают сил и заставляют жить среди обычных людей в качестве наказания...",7.1,7,961000
440,Война миров Z,2013,США,"ужасы, фантастика, боевик, приключения","Бывший сотрудник ООН Джерри Лэйн оказывается в эпицентре эпидемии неизвестного вируса, который за считанные секунды превращает людей в зомби. Пытаясь найти противоядие против вируса, Лэйн путешествует вместе со своей группой почти по всему миру, поражённому эпидемией. Теперь судьба всего мира висит на волоске, и Джерри — его единственная надежда.",7.0,7,779000
441,Прометей,2012,"Великобритания, США","фантастика, ужасы","В поисках сакрального знания группа ученых отправляется в самые темные и неизведанные чертоги вселенной. Именно там, в отдаленных мирах, находясь на пределе своих умственных и физических возможностей, им предстоит вступить в безжалостную схватку за будущее всего человечества.",7.0,7,696000
442,День независимости,1996,США,"фантастика, боевик, приключения","На Земле принимается сигнал, посланный источником явно неземного происхождения. Источник этот приближается, и на «уши» поднимается вся планета. Никто, правда, не ожидал, что инопланетяне окажутся такими огромными и в таком количестве.",7.6,7,644000
443,Обливион,2013,США,"фантастика, боевик, триллер, приключения, мелодрама","Земля, пережившая войну с инопланетными захватчиками, опустела; остатки человечества готовятся покинуть непригодную для жизни планету. Главный герой — техник по обслуживанию дронов — находит разбившийся корабль NASA, команда которого погибает у него на глазах. Ему удаётся спасти лишь одну женщину — и вскоре он понимает, что это перевернёт его жизнь.",7.2,7,584000
444,Лучший стрелок,1986,США,"боевик, драма","Мэверик — искусный, но безрассудный пилот истребителя F14 ВМС США. Ради выполнения миссии или спасения напарника он порой не подчиняется приказам. Став частью учебной программы Top Gun, Мэверику предстоит научиться работать в команде, а также завоевать сердце неприступной Шарлотты Блэквуд — красавицы-астрофизика и гражданского инструктора Top Gun.",7.1,7,548000
445,Дьявол носит Prada,2006,"США, Франция","драма, комедия","Мечтающая стать журналисткой провинциальная девушка Энди по окончании университета получает должность помощницы всесильной Миранды Пристли, деспотичного редактора одного из крупнейших нью-йоркских журналов мод. Энди всегда мечтала о такой работе, не зная, с каким нервным напряжением это будет связано…",7.7,7,527000
446,Мы — Миллеры,2013,"США, Великобритания","комедия, криминал","Дэвид Кларк — мелкий торговец наркотиками. Среди его клиентов — повара и скучающие домохозяйки. Детям он наркотики не продаёт и поэтому считает себя принципиальным человеком. Дэвид действительно хорошо относится к детям, но это не остается безнаказанным — он пытается помочь подросткам, попавшим в беду, и на него нападают хулиганы. Они отбирают у него наркотики и деньги, и Дэвид оказывается в отчаянном положении. Ведь ему нечем расплатиться с поставщиком. Единственный выход — подрядиться на доставку крупной партии наркотиков через границу.",7.2,7,522000
447,Первый мститель,2011,США,"фантастика, боевик, приключения, военный","Стив Роджерс добровольно соглашается принять участие в эксперименте, который превратит его в суперсолдата, известного как Первый мститель. Роджерс вступает в вооруженные силы США вместе с Баки Барнсом и Пегги Картер, чтобы бороться с враждебной организацией ГИДРА, которой управляет безжалостный Красный Череп.",6.7,6.9,962000
448,Железный человек 2,2010,США,"фантастика, боевик, приключения","Прошло полгода с тех пор, как мир узнал, что миллиардер-изобретатель Тони Старк является обладателем уникальной кибер-брони  Железного человека. Общественность требует, чтобы Старк передал технологию брони правительству США, но Тони не хочет разглашать её секреты, потому что боится, что она попадёт не в те руки. 

Между тем Иван Ванко — сын русского учёного, когда-то работавшего на фирму Старка, но потом уволенного и лишенного всего, намерен отомстить Тони за беды своей семьи. Для чего сооружает своё высокотехнологичное оружие.",7.5,6.9,932000
449,Новый Человек-паук,2012,США,"фантастика, боевик, приключения","В детстве Питер Паркер был оставлен своими родителями, и поэтому воспитывался дядей и тётей. Шли годы, Питер был обычным примерным школьником, подвергался нападкам хулиганов и был влюблён в свою одноклассницу Гвен Стэйси, которая сама втайне отвечала ему взаимностью. Но после укуса генетически изменённого паука, Питер получает невероятные сверхспособности и его жизнь меняется навсегда.

Однако его не перестаёт мучить вопрос о том, что случилось с его родителями. Он знакомится с давним другом и партнёром своего отца - генетиком Куртом Коннорсом, который вместе с отцом Питера разрабатывал формулу регенерации. Питер помогает её закончить, а Коннорс, всю жизнь мечтавший восстановить свою правую руку, вводит формулу себе и становится Ящером. Осознавая свою вину, Питер начинает новую жизнь в образе таинственного супергероя Человека-паука и становится грозой преступников, одновременно пытаясь найти способ остановить Коннорса.",6.9,6.9,759000
450,Мир Юрского периода,2015,"США, Канада","фантастика, приключения, боевик","Тысячи людей спешат увидеть Мир Юрского периода, но безопасное на первый взгляд развлечение может обернуться угрозой для жизни.",6.9,6.9,726000
451,Третий лишний,2012,США,комедия,"Джон влюблен в красавицу Лори. Он работает в прокате автомобилей и имеет большие планы на будущее. Но в их отношения вмешивается третий, давний друг Джона – Тед. Он отрывается сутки напролет, предпочитает случайные связи и не желает терять друга. Но никто на самом деле не знает на что он способен, ведь Тед – большой плюшевый медведь.",6.7,6.9,707000
452,Тихоокеанский рубеж,2013,"США, Мексика","фантастика, боевик, приключения","Когда из морских глубин поднялись легионы чудовищ, известных как кайдзю, началась война, которой суждено было забрать миллионы жизней и свести «человеческие ресурсы» почти к нулю всего за несколько лет. Чтобы сражаться с пришельцами, было создано специальное оружие: огромные роботы, названные егерями, они управлялись одновременно двумя пилотами, чьи сознания соединены с помощью нейронной связи. Но даже егеря оказываются почти бессильны перед лицом безжалостных кайдзю. На грани поражения у защитников человечества нет выбора, кроме как обратиться к двум весьма сомнительным героям – никому не нужному бывшему пилоту и неопытному стажеру – которые объединились, чтобы повести в бой некогда легендарного, но сейчас устаревшего егеря. Вместе они оказываются единственной надеждой человечества, последним препятствием перед надвигающимся апокалипсисом.",7.0,6.9,557000
453,Доктор Стрэндж: В мультивселенной безумия,2022,США,"фэнтези, боевик, приключения, фантастика, ужасы","Доктор Стрэндж при помощи Вонга спасает от гигантского осьминога девушку-подростка по имени Америка Чавес, которая при сильном испуге может открывать порталы в параллельные вселенные. Пытаясь уберечь новую знакомую от злой силы, жаждущей заполучить её способность, Доктор вместе с Америкой пускается в путешествие по мультивселенной.",6.5,6.9,541000
454,Джуманджи: Зов джунглей,2017,"США, Австралия, Канада, Мексика, Индия, Великобритания","фэнтези, боевик, комедия, приключения","Четверо подростков оказываются внутри игры Джуманджи. Их ждет схватка с носорогами, черными мамбами, а на каждом шагу будет подстерегать бесконечная череда ловушек и головоломок. В игре они перевоплощаются: робкий и застенчивый Спенсер превращается в отважного и сильного исследователя, здоровяк Фридж – в коротышку-зоолога, модница и красавица Беттани – в полного профессора, а неуклюжая Марта становится бесстрашной и ловкой амазонкой. Друзьям придется привыкнуть к новым ролям, постараться не погибнуть и найти дорогу домой.",6.9,6.9,499000
455,Звёздные войны: Последние джедаи,2017,США,"фантастика, фэнтези, боевик, приключения","Новая история о противостоянии света и тьмы, добра и зла начинается после гибели Хана Соло. В Галактике, где Первый Орден и Сопротивление яростно сражаются друг с другом в войне, героиня Рей пробудила в себе Силу. Но что произойдет, когда она встретится с единственным оставшимся в живых рыцарем-джедаем - Люком Скайуокером?

Кайло Рен перешел на Темную сторону Силы и убил собственного отца, заняв высокую позицию в Первом Ордене. Но куда приведут его неуемные амбиции, подаренные по наследству грозным дедом Дартом Вейдером? Ситуация обострится еще больше, когда мать Кайло, лидер Сопротивления Лея, вместе с По, Финном и BB-8 приступит к новой миссии.",6.6,6.8,715000
456,Барби,2023,"США, Великобритания","комедия, приключения, фэнтези","Самая обыкновенная стереотипная Барби живёт в великолепном розовом Барбиленде, и каждый её день идеален. Она меняет наряды, загорает на пляже, проводит время с другими Барби, день заканчивается шумной вечеринкой с танцами, и в этой позитивной кутерьме с блёстками влюблённый Кен — всего лишь приложение к Барби. Однажды куклу посещают мысли о смерти, и её сделанные под туфли с каблуками ноги вдруг становятся плоскими. Чтобы разобраться в происходящем и вернуть привычный пластмассовый мир, Барби придётся отправиться в мир реальный и найти там свою девочку-хозяйку. За ней увязывается не мыслящий жизни без своего кумира Кен.",6.5,6.8,663000
457,Бегущий в лабиринте,2014,"США, Великобритания","фантастика, триллер, приключения","Главный герой — подросток Томас, который просыпается в лифте, но ничего не помнит, кроме своего имени. Он оказывается среди других подростков, научившихся выживать в замкнутом пространстве. Раз в 30 дней прибывает новый мальчик. Группа ребят проживает в «Приюте» уже три года. Они кормятся тем, что удается вырастить на земле, и пытаются найти выход из лабиринта, окружающего их место жительства. Но однажды появляется девочка в состоянии комы...",6.8,6.8,559000
458,Аквамен,2018,США,"фэнтези, боевик, приключения","История получеловека-полуатланта Артура Карри, которому предстоит выяснить, достоин ли он быть тем, кем ему суждено по рождению — царём подводного мира.",6.8,6.8,551000
459,007: СПЕКТР,2015,"Великобритания, США, Марокко, Италия, Австрия, Канада, Мексика","боевик, триллер, приключения","Зашифрованное послание из неизвестного источника выводит Бонда на след зловещей глобальной организации под кодовым названием СПЕКТР, в то время как М пытается спасти секретную разведывательную службу от ликвидации.",6.6,6.8,494000
460,Тор 2: Царство тьмы,2013,США,"фантастика, фэнтези, боевик, приключения","Могучему Тору предстоит вновь сразиться за восстановление порядка в галактике, встретившись лицом к лицу с древней инопланетной расой, ведомой злодеем Малекитом, который жаждет установить в девяти мирах власть тьмы. Столкнувшись с врагом, более могущественным, чем сам Один и всё воинство Асгарда, Тор должен собрать силы для решающей битвы. Его ждёт опасное путешествие и долгожданная встреча со своей земной возлюбленной Джейн Фостер. Сможет ли Тор рискнуть самым дорогим, чтобы не дать тьме воцариться на просторах вселенной?",7.2,6.7,774000
461,Капитан Марвел,2019,"США, Австралия","фантастика, боевик, приключения","После столкновения с враждующими инопланетными расами пилот военно-воздушных сил Кэрол Дэнверс обретает суперсилу и становится неуязвимой. Ей предстоит совладать со своими новыми способностями, чтобы противостоять могущественному врагу.",6.5,6.7,655000
462,Матрица: Революция,2003,"США, Австралия","фантастика, боевик","Пока армия машин пытается уничтожить Зион, его жители из последних сил держат оборону.",7.6,6.7,573000
463,Чарли и шоколадная фабрика,2005,США,"мюзикл, фэнтези, комедия, приключения, семейный","Какие чудеса ждут вас на фабрике Вилли Вонки? Только представьте: травяные луга из сладкого мятного сахара в Шоколадной Комнате ... Можно проплыть по Шоколадной реке на розовой сахарной лодке ... Или поставить эксперименты в Комнате изобретений с леденцами, которые никогда не тают ... Понаблюдать за дрессированными белками в Ореховой Комнате или отправиться в стеклянном лифте в Телевизионную Комнату. Вы найдете слишком много смешного, чуть таинственного и настолько захватывающего в этом путешествии, что оно станет настолько же приятным и сладким для вас, как восхитительная сладкая палочка с розовой сливочной помадкой от Вилли Вонки.",7.7,6.7,569000
464,Росомаха: Бессмертный,2013,"США, Великобритания","фантастика, боевик","Новая глава приключений Росомахи развернётся в Японии, где Логану предстоит выяснить, что острее - когти Росомахи или меч Серебряного Самурая.",6.5,6.7,522000
465,Звёздные войны: Эпизод 2 – Атака клонов,2002,"США, Великобритания","фантастика, боевик, фэнтези, приключения","Действие разворачивается через 10 лет после событий, описанных в первом эпизоде знаменитой саги. Республика все глубже погружается в пучину противоречий и хаоса. Движение сепаратистов, представленное сотнями планет и могущественным альянсом корпораций, грозит стать новой угрозой для Галактики, с которой не смогут справиться даже джедаи.

Назревающий конфликт, заранее спланированный могущественными, но пока еще не разоблаченными силами, ведет к началу Клонических войн и к закату республики. Чтобы противостоять угрозе вселенских масштабов, Верховный канцлер Палпатин добивается консолидации власти в республике в своих руках и отдает приказ о создании республиканской армии для поддержки малочисленной группы джедаев в их борьбе с превосходящим противником.",8.0,6.6,816000
466,Пираты Карибского моря: На странных берегах,2011,"США, Великобритания","приключения, боевик, фэнтези, комедия","Капитану Джеку Воробью предстоит столкнуться с женщиной из своего прошлого Анжеликой. Она вынуждает его взойти на корабль «Месть Королевы Анны», которым управляет коварный злодей Черная Борода. И теперь Джек не знает, кого бояться больше — ужасного злодея или же своей давней подруги.",7.3,6.6,604000
